Date,Close
2026-03-31,111.3
2026-04-01,109.6
2026-04-02,110.87
2026-04-03,111.02
2026-04-06,111.12
2026-04-07,110.68
2026-04-08,110.7
2026-04-09,111.09
2026-04-10,111.6
2026-04-13,110.81
2026-04-14,110.55
2026-04-15,110.99
2026-04-16,108.97
2026-04-17,111.08
2026-04-20,110.81
2026-04-21,110.77
2026-04-22,111.67
2026-04-23,108.8
2026-04-24,108.32
2026-04-27,110.43
2026-04-28,110.43
2026-04-29,110.58
2026-04-30,109.92
2026-05-01,110.94
2026-05-04,111.26
2026-05-05,110.82
2026-05-06,109.96
2026-05-07,107.91
2026-05-08,110.51
2026-05-11,111.25
2026-05-12,110.74
2026-05-13,109.08
